터미널번호,터미널명,구,동,주소,보관대수,사용유무,등록일,위도,경도
300,신촌단지입구(한국철강맞은편),의창구,팔용동,경남 창원시 성산구 신촌동  190 (신촌단지입구),20,사용함,20181015,35.2123193,128.6355703
301,사파동임시공영주차장,성산구,사파동,경남 창원시 성산구 사파동  39-19,10,사용함,20181015,35.2298173,128.7037461
302,회원동농협,마산회원구,회원2동,경남 창원시 마산회원구 회원동  72-3(농협회원동지점),9,사용함,20181015,35.2187572,128.5745534
303,웅천남문지구(시티프라디움사거리),진해구,웅천동,경남 창원시 진해구 남문동  1305 (시티프라디움1차),15,사용함,20181015,35.1053123,128.7551345
304,두대교사거리(대원꿈에그린105동앞),성산구,중앙동,경남 창원시 성산구 대원동  40-1(대원꿈에그린105동앞),29,사용함,20190806,35.234298,128.6464676
305,웅천동주민센터,진해구,웅천동,경남 창원시 진해구 성내동  376(웅천행정복지센터),12,사용함,20190808,35.1111448,128.7498012
306,자은센트럴빌리지,진해구,자은동,경남 창원시 진해구 자은동  109(자은센트럴빌리지앞),31,사용함,20190814,35.15631,128.717333
307,신항중학교,진해구,웅동2동,경남 창원시 진해구 용원동  1338-6,17,사용함,20190925,35.0885854,128.8100118
308,부산신항사랑으로 부영3단지입구,진해구,웅동2동,경남 창원시 진해구 용원동  1356(부영3단지입구),16,사용함,20190925,35.0886905,128.8027681
309,주남저수지 주차장,의창구,동읍,경남 창원시 의창구 동읍 월잠리 303-7,15,사용함,20191015,35.3060586,128.6782436
310,진해공설운동장,진해구,충무동,경남 창원시 진해구 도만동  19 진해공설운동장사거리,20,사용함,20191017,35.1496686,128.6557247
311,유니시티2단지 공원,의창구,의창동,경남 창원시 의창구 중동  793-1,30,사용함,20191226,35.257951,128.6281847
312,용원공영주차빌딩,진해구,웅동2동,경남 창원시 진해구 용원동  1219-1,15,사용함,20200213,35.1000008,128.8144103
313,창원과학고버스정류소,의창구,의창동,경남 창원시 의창구 중동  722,25,사용함,20200911,35.2556379,128.6226887
315,석전동 메트로시티,마산회원구,석전동,경남 창원시 마산회원구 석전동  152-1,20,사용함,20200911,35.2300627,128.5703661
316,합성동 롯데캐슬,마산회원구,합성1동,경남 창원시 마산회원구 합성동  415-19,20,사용함,20200911,35.2451788,128.5875195
317,경화동 두산위브,진해구,경화동,경남 창원시 진해구 경화동  1233-31,20,사용함,20200911,35.1598368,128.6847228
318,용원동 애플타운상가 옆,진해구,웅동2동,경남 창원시 진해구 용원동  1359,18,사용함,20200911,35.0885845,128.8141018
319,퇴촌2호교 삼거리,의창구,봉림동,경남 창원시 의창구 사림동  501-19(도),20,사용함,20201012,35.2421229,128.6855918
320,도계동 안골,의창구,명곡동,경남 창원시 의창구 도계동  88-6(도),20,사용함,20210727,35.2637831,128.6425987
321,한마음병원옆 공원,의창구,봉림동,경남 창원시 의창구 사림동  518-10(도),31,사용함,20210727,35.2385051,128.7003413
322,동읍주민복지관,의창구,동읍,경남 창원시 의창구 동읍 용잠리 687),15,사용함,20210727,35.2839562,128.6818273
323,봉암변전소,마산회원구,봉암동,경남 창원시 마산회원구 봉암동  660-123),20,사용함,20210727,35.2129814,128.6001232
324,양덕동 경남은행,마산회원구,양덕2동,경남 창원시 마산회원구 양덕동  25(도),20,사용함,20210727,35.2305874,128.5841963
325,남문 세스페데스공원 옆,진해구,웅천동,경남 창원시 진해구 남문동  1253-5,20,사용함,20210727,35.1054659,128.7510163
326,상남동 공영주차빌딩,성산구,상남동,경남 창원시 성산구 상남동  76-2,23,사용함,20211111,35.2219032,128.6811823
327,누비자 중앙센터,성산구,상남동,경남 창원시 성산구 상남동  29-4,0,사용함,20220404,35.2185063,128.6809509
328,성주동 해성디에스 정문,성산구,성주동,경남 창원시 성산구 남산동  607,24,사용함,20220719,35.1990681,128.6892584
